id,name,title,abstract,img,github,twitter,slides_url,talk_url
laalemany,Laura Alonso Alemany,Auditoría de sesgos para todos: avanzando en el territorio,"Los sistemas de toma de decisiones automatizados (recomendadores automáticos, clasificadores de riesgo crediticio, sistemas de reconocimiento de imágenes, traductores, entre otros) involucran aspectos cada vez más importantes de nuestras vidas, afectando incluso derechos humanos. Por esta razón, auditarlos se convierte en una necesidad. Sin embargo, los sistemas que involucran componentes de inteligencia artificial resultan especialmente difíciles de auditar, sobretodo en los casos en los que aplican aprendizaje automático, ya que suelen resultar opacos e ininteligibles para la persona que los inspecciona. Desde ámbitos académicos se han propuesto numerosos métodos para auditar estos sistemas, pero la mayor parte de propuestas involucran complejidades técnicas que excluyen a personas con experiencia relevante para la auditoría, como experiencia en discrimnación o en los contextos de aplicación de las tecnologías. En esta charla queremos presentar una herramienta y una metodología para facilitar el involucramiento de personas expertas, pero sin habilidades técnicas específicas, en la auditoría de sesgos de tecnologías del lenguaje. Describiremos cómo conceptualizamos los métodos de inspección de estas tecnologías poniendo el foco en las personas con experiencias relevantes, y haciendo transparentes las complejidades técnicas. Relataremos dos experiencias prácticas con personas expertas en muy diferentes tipos de sesgos y discriminaciones, que mostraron buena viabilidad de la herramienta. Finalmente, detallaremos nuestros planes a futuro: consolidar la herramienta como una librería de software, recopilar, disponibilizar y visibilizar recursos lingüísticos que permitan sistematizar el análisis de sesgos locales, en colaboración con equipos internacionales con los mismos objetivos, y finalmente impulsar la adopción de la metodología asociada a esta herramienta en organizaciones y empresas de nuestro entorno. Pueden encontrar una demo de la herramienta en https://huggingface.co/vialibre",https://www.famaf.unc.edu.ar/media/images/Alonso.e7111287.fill-1255x526.jpg,morlaicassiopea,morlaicassiopea,,
mhirsch,Mary Hirsch,Open research needs open (meta)data,"Metadata plays a key role in the scientific publication and dissemination process. It is only through metadata and identifiers that each contribution, from research data to article publication and beyond, becomes findable, accessible, interoperable and reusable. Persistent identifiers (PIDs) and their metadata are the backbone of scholarly communications, since only through them can the promise of sustainable access to research information be realized. This presentation will highlight the importance of open metadata in scholarly communications to recognize a wide range of contributions to science and as a way to build trust in research. We will also discuss the need for collaborative, community efforts to improve metadata creation and dissemination. Examples of organizations and researchers using open metadata will be presented.",,,,,
mtunga,Mahadia Tunga,Using Verbal Autopsy data to predict out-of-hospital causes of death,"Did you know that over 50% of people worldwide die outside health facilities? Thus, their cause of death is not known. Verbal autopsy(VA) is the survey-based method to determine symptoms or signs the deceased experienced before death. Using VA data and machine learning techniques, we can predict causes of death in areas where other forms of the autopsy are unavailable or not affordable such as in Low-income settings where more than 30% of people die outside health facilities. Having quality and adequate data on causes of death is important in understanding conditions of morbidity, which is an important aspect of quality healthcare interventions. I have developed a machine learning model to determine causes of death using bayesian networks.",https://theodi.org/person/mahadia-tunga/,,TungaMahadia,,
msharan,Malvika Sharan,Co-creating The Turing Way with global community,"The Turing Way - a community-led book for data science and research - originally emerged in response to the reproducibility crisis in science. Since 2019, the project has facilitated collaborations among an open, inclusive and collaborative community of researchers and organisations globally, enabling exchange of best practices in the guides for reproducibility, project design, collaboration, communication and ethics. The process of co-creation and the culture of collaboration is key to achieving The Turing Way’s mission to make data science accessible, comprehensible and beneficial for everyone. 
Collaboration at a global scale with stakeholders with different needs inherently puts maintenance and questions of access at the forefront, rejecting the notion of 'moving fast and breaking things'. The Turing Way has therefore continued to evolve its approaches to collaboration, community engagement, sustainability, governance, and goals, all while ensuring that we embed EDIA (equity, diversity, inclusion and accessibility) at the core of all our efforts. This talk discusses The Turing Way - or more precisely ""Way(s)"" - that has emerged to impact the landscape and culture of data science, addressing questions around situated knowledge and globalisation, accessible open infrastructure, digital skills, data management frameworks, reproducible workflows, research infrastructure roles, team science and more. All information and discussions are managed via GitHub: https://github.com/alan-turing-institute/the-turing-way/.",,malvikasharan,MalvikaSharan,,
mblack,Melissa Black,Co-creating The Turing Way with global community,"The Turing Way - a community-led book for data science and research - originally emerged in response to the reproducibility crisis in science. Since 2019, the project has facilitated collaborations among an open, inclusive and collaborative community of researchers and organisations globally, enabling exchange of best practices in the guides for reproducibility, project design, collaboration, communication and ethics. The process of co-creation and the culture of collaboration is key to achieving The Turing Way’s mission to make data science accessible, comprehensible and beneficial for everyone. 
Collaboration at a global scale with stakeholders with different needs inherently puts maintenance and questions of access at the forefront, rejecting the notion of 'moving fast and breaking things'. The Turing Way has therefore continued to evolve its approaches to collaboration, community engagement, sustainability, governance, and goals, all while ensuring that we embed EDIA (equity, diversity, inclusion and accessibility) at the core of all our efforts. This talk discusses The Turing Way - or more precisely ""Way(s)"" - that has emerged to impact the landscape and culture of data science, addressing questions around situated knowledge and globalisation, accessible open infrastructure, digital skills, data management frameworks, reproducible workflows, research infrastructure roles, team science and more. All information and discussions are managed via GitHub: https://github.com/alan-turing-institute/the-turing-way/. ",,,,,
mpatrick,Mariel Fritz Patrick,Cómo encontrar pistas para tus investigaciones en cientos de datasets usando Aleph,"Descripción: ¿Tienes bases de datos propias que te gustaría cruzar con otros datasets para ver si nombres de empresas y personas aparecen mencionados? ¿Tu redacción/organización trabaja con muchos PDF y necesitás una herramienta que extraiga el texto para poder hacer búsquedas de palabras clave? ¿Tienes una carpeta de documentos que quieres trabajar de manera segura con tus colegas?
¡Aleph puede ayudarte! Esta plataforma creada por OCCRP creada ayuda a periodistas, activistas e investigadores a ""seguir el rastro del dinero"". Su modelo de organización de datos, llamado Follow the Money (FTM) permite organizar grandes bases en un entorno seguro para encontrar conexiones entre personas y empresas a través del cruce de entidades en los datasets. 
Durante la sesión mostraremos cómo usar la herramienta a través de ejemplos concretos y de investigaciones reales. Nuestro demo en vivo, facilitará la conversación y preguntas con la audiencia.",,,,,
nbentley,Nokome Bentley,"Trust but verify: combining GPTs and CRDTs to empower researchers and
deter fraudsters","Recent advancements in artificial intelligence, particularly in
generative pre-trained transformers (GPTs) and other large language
models (LLMs), have the potential to increase the productivity of
researchers many times over. However, alongside the benefits of AI
comes the risk that these technologies could also accelerate the
creation of fraudulent scientific content. There is a growing concern
that we are on the verge of a deluge of ""deep fakes"" in academic
publishing, where AI-generated articles can easily deceive readers and
reviewers alike.

Conflict-free Replicated Data Types (CRDTs) are data structures that
allow for concurrent changes to a shared document across multiple
nodes without requiring constant coordination between them. CRDTs
enable real-time, distributed collaboration and version control
without relying on a centralized server. In most CRDT implementations,
each change to the document is accompanied by a unique identifier
representing the actor that made the change.

In this talk, I introduce an approach to scientific authoring that
combines the power of GPTs and CRDTs, allowing researchers to make use
of the capabilities of AI while improving the verifiability of
research provenance and integrating with established formats and tools
such as Jupyter Notebooks, Microsoft Word, and JATS XML.",,stencila,nokomebentley,,
pbernaldo,Paz Bernaldo,Resources and challenges for building global equitable open science communities,"Data ethics, data sharing and analysis are key for any deep dive into open science. Open Life Science (OLS) is a community-oriented non-profit organization attempting such a dive: designed to provide structured training and mentoring to curious academics, researchers, undergraduates and people working on participatory projects. OLS provides expert consulting, resources and peer-based networks to build projects and become open science ambassadors. In this talk we present our fully online 16 weeks program, and reflect on the resources needed to train international members across time zones, working on diverse problems, with different levels of infrastructure and support. We then explore the challenges in forming equitable global communities, such as collaboration between high and low-resource settings, language and accessibility barriers, and our experience about where allocating funding and resources can make a difference.",,pazbc,pazbyc,,
pdatta,Polash Datta,Covid Deaths: What Happens When News is Transformed into Data,"In 2020, during the pick of Covid-19 infection a good number of people in Bangladesh died with Covid-19 symptoms most of who were not tested for Covid-19. Although these deaths were reported in media outlets, there was no such platform that could provide a comprehensive and comparative view on these deaths. Dataful developed an interactive visual on these deaths by collected reports from eight Bangladeshi media outlets and converting those into data. I want to talk about how did we collect, checked, and converted the news into data and develop the interactive data visual.",,,polashdatta,,
rsefala,Raesetje Sefala,Constructing a Visual Dataset to Study the Effects of Spatial Apartheid in South Africa,"Over 27 years ago in South Africa, the Apartheid government forced non-European people to leave urban areas into neighborhoods like townships where they were marginalized in a controlled manner through laws and unfair budget constraints. In post-apartheid South Africa we still see no developments in townships and it is not easy to analyse what is happening in because in official government data like the census, the government lumps townships and suburbs together into a category known as formal residential neighborhoods. This masks the presence of townships, and prevents us from understanding whether or not they are changing after apartheid.  We created datasets that map all townships in South Africa together with these we use satellite imagery and machine learning techniques to analyse the evolution of neighborhoods post-apartheid. Even though apartheid has legally ended, photos show that townships are still very visibly different from suburbs. Our work segments out townships and analyses how they have changed over time, overlaying other datasets like government resource allocation data, there are disparities with urban areas. We give a few examples of what we’ve found, discuss our methodology, and talk about what we hope to do in the future.",https://media-exp1.licdn.com/dms/image/C5603AQF2sPdLw5aoAw/profile-displayphoto-shrink_800_800/0/1648848820091?e=2147483647&v=beta&t=HC4D2G-Acw6XirVtdY0dB-LwrBAOc1RNj1n_ZLJ4vk4,sefalab,bonjora,,
rsinclair,Rajiv Sinclair and Ayyub Ibrahim,​​Investigating police misconduct and migratory patterns,"​After gathering public records from hundreds of police departments and consolidating them into a single unified data structure, we were able to track individual police officers who move from one city to another after being accused of serious misconduct. 
​​In the course of investigating this and other systemic failures of the accountability system, we built a public database ( http://LLEAD.co ) and we cultivated a network of real-world practitioners who can put this tool to work on a day-to-day basis by using it to: defend individual members of the public against wrongful convictions ( https://ip-no.org ) , illustrate the mechanics of police impunity ( https://copwatchnola.wordpress.com ) , and advocate for meaningful changes on the policy level and beyond. 
​​In this talk, we will share techniques that we’ve developed for assembling individual profiles from a dynamic system made up of many messy data sources without any single unique identifier and we will discuss the challenges/opportunities for using data as a tool to transfer power to the public.",https://www.dropbox.com/s/idlwtpci488tebd/PDWblock.png?dl=1,ipno-llead,jeeves,,
rbiggs,Russ Biggs,OpenAQ: Wrangling the world's air quality data,"According to the World Health Organization, air pollution is estimated to cause 7 million premature deaths every year and 99% of the world’s population breathes unhealthy, polluted air. To begin to address the health effects of air pollution, air quality monitoring and data are essential to understanding health risk. Unfortunately, global monitoring data is siloed, disparate in format and accessibility. To address this challenge in data access, OpenAQ has developed the world’s largest open source and free data platform for air quality data. OpenAQ ingests millions of measurements a day across dozens of disparate sources and data formats to create a harmonized data repository of the world’s air quality data. This talk will explore how OpenAQ manages and wrangles data across the world’s air quality data sources. We will explore the wide range of data sources and formats and the challenges that arise when trying to harmonize data at a global scale.",https://russbiggs.com/img/russ.jpg,russbiggs,russ_biggs,,
rsinclair,Rajiv Sinclair,Investigating police misconduct and migratory patterns,"After gathering public records from hundreds of police departments and consolidating them into a single unified data structure, we were able to track individual police officers who move from one city to another after being accused of serious misconduct. 
In the course of investigating this and other systemic failures of the accountability system, we built a public database ( http://LLEAD.co ) and we cultivated a network of real-world practitioners who can put this tool to work on a day-to-day basis by using it to: defend individual members of the public against wrongful convictions ( https://ip-no.org ) , illustrate the mechanics of police impunity ( https://copwatchnola.wordpress.com ) , and advocate for meaningful changes on the policy level and beyond. 
In this talk, we will share techniques that we’ve developed for assembling individual profiles from a dynamic system made up of many messy data sources without any single unique identifier and we will discuss the challenges/opportunities for using data as a tool to transfer power to the public.",,ipno-llead,jeeves,,
sanapolsky,Sebastián Anapolsky,Using data to better understand and improve urban mobility,"Many of the big changes related to transportation in recent years have been the product of digitization and the availability of new sources of data. These data, combined with new techniques and processing tools, has offered great opportunities to better understand mobility patterns and design evidence-based public policies. This presentation will show how public publicly available data from the Buenos Aires urban area has been processed to analyze general mobility patterns and to better understand accessibility for different socioeconomic groups.",,sanapolsky,sanapols,,
sllópez,Sabrina Laura López,Towards a Community-Based Responsible Use of Health Data in Argentina and beyond,"Health data is, due to its sensitivity, internationally protected data. In this talk, we will share the experience of using health data for research in the Argentinian Public Health Research on Data Science and Artificial Intelligence for Epidemic Prevention (ARPHAI) project and the need to develop a Responsible Use of Data branch within ARPHAI. The objectives of this branch were initially focused on the project and rapidly reoriented towards raising awareness, problematizing, and mitigating the challenges related to the use of health data for the rest of the community at large. Some contributions of our work include developing an algorithm for de-identifying medical texts in Spanish, participating in the public consultation for updating Argentina’s Personal Data Law, and generating content to start addressing the challenges of using health data from different perspectives: patients, health professionals, data managers, and policymakers. We are working on further developing and sustaining a community of practice for the Responsible Use of Data in our region.",https://drive.google.com/file/d/1N7Ji2rZnhPLL2COOMSegTe1uXJhGeafi/view,SLLDeC,SLLDeC,,
scamargo,Sandro Camargo,Tell me who you hang out with and I'll tell you who you are: a collaborative analysis using social network analysis.,"Communities of practice are spaces where people share knowledge and contribute to individual and group objectives.  Knowing the different types of community members, the different ways they can participate, what kind of collaborations exist, and among whom is an important input to understand the community and to be able to take actions to improve differents aspecto of the community, like members' engagement, reach a wider audience, and increase diversity, among other.

In this talk, we will present an analysis of rOpenSci networks since its inception to recognize types and themes of collaborations, actors in those collaborations, and sub-communities, among other aspects.

We will explain how we collect the information to feed the networks (e.g. blog post authoring, event organization, package authoring, package review, among others), how we process it, and what kind of community management actions we can take based on the results obtained.

All the source code and the data that can be public will be shared on a repository. ",,,,,
scbaker ,Sarah Catherine Baker ,Solving Childhood Dementia: When data isn't enough ,"I work on a rare disease called Niemann Pick Disease Type C (NPC). NPC causes dementia, but rather than affecting elderly populations, NPC primarily affects children. Not only is NPC exceptionally rare, but individual patients often present very differently, making it hard to draw conclusions. My talk will be about the challenges of studying a disease when very little is know about it, and making the most of what little data you have. ",,,,,
sho,Salina Cheuk Ting Ho,Lessons from the history of literacy,"Open data efforts and initiatives tend to focus on the curation and publishing of accessible data for people to use. Conversations on open data commonly surrounds the technology and methodology used to advance these efforts, while there are not as many topics on the people who will be using these data. This talk proposes that the foundation of successful open data program lies in improving data literacy, especially if the intention of open data is public empowerment. Data literacy is the essential feedback loop to enhance the demand and quality of open data and its use. This talk will review the history of literacy (to read and write) and its relationship with industrialization to draw comparisons to our current data industry, and ultimately identify lessons to help us build better data literacy and open data programs.",,shohct,shohct,,
tgovindasamy,Tricia Govindasamy,Building Digital Democracy Solutions in Kenya through Data,"In Kenya, it remains difficult for both watchdogs and citizens to understand how financial resources are utilised since it decentralised services from national to county-level governments in 2013. Code for Africa built a tool that holds the government accountable by liberating data, called PesaYetu. PesaYetu is an interactive website designed to easily identify and track promises made by county government officials and visualise budget data. With PesaYetu, you can explore, interpret and report on data-driven stories affecting local communities. The tool is aimed at storytellers to help empower citizens wanting to engage their leaders on issues concerning policy and governance at the county level.",https://drive.google.com/file/d/1VsJWhwghh3ZkspTPVlXnFUtsxN25I4lv/view?usp=sharing,,triciagov,,
wasiqueira,William Antônio Siqueira,Agile Data Visualization with Dashbuilder,"Our local open data group (SJC digital) created data visualizations using Dashbuilder, a dashboard and data visualization tool. In this talk we would like to share how it is easy, no cost and fast to create consistent data visualizations using Dashbuilder. We will show examples of data visualizations created and made available in a few hours for different datasets including the so called ""Secret Budget"". Our vision is that Dashbuilder is a great tool for Open Data enthusiasts because its editor is available for any browser, it has no cost and run entirely on client!",https://github.com/jesuino,jesuino,,,
ysaibene,Yanina Noemí Bellini Saibene,Tell me who you hang out with and I'll tell you who you are: a collaborative analysis using social network analysis.,"Communities of practice are spaces where people share knowledge and contribute to individual and group objectives. Knowing the different types of community members, the different ways they can participate, what kind of collaborations exist, and among whom is an important input to understand the community and to be able to take actions to improve differents aspecto of the community, like members' engagement, reach a wider audience, and increase diversity, among other.

In this talk, we will present an analysis of rOpenSci networks since its inception to recognize types and themes of collaborations, actors in those collaborations, and sub-communities, among other aspects.

We will explain how we collect the information to feed the networks (e.g. blog post authoring, event organization, package authoring, package review, among others), how we process it, and what kind of community management actions we can take based on the results obtained.

All the source code and the data that can be public will be shared on a repository.",,yabellini,yabellini,,
yalberro,Yosune Chamizo Alberro,Gestor de mapas que promueve estándares abiertos y soberanía tecnológica para la investigación en México,"¿Es posible usar estándares abiertos desde instancias de gobierno?, ¿cómo podemos potenciar el impacto social de proyectos de investigación a través de una infraestructura de conocimiento geoespacial?, ¿cómo se planea un proyecto que promueve la autonomía e independencia tecnológica en México?, ¿es posible desarrollar componentes de software libre, abiertos y reutilizables en español para que se puedan usar en Iberoamérica? Este gestor de mapas integra información espacial estructurada de humanidades, ciencias y tecnologías con el uso fundamental de formatos como CSV, Geojson, Geopackage, PNG y TXT (para las tablas de metadatos), se tendrá acceso a capas con información sobre soberanía alimentaria, seguridad humana, agua, educación, energía, cambio climático, salud, entre otras.",,,_Yosune,,
